"Id","Class","Label","Direction","Intersection"
"PRKRIP1","gene","PRKRIP1","Up-regulated","CMV_T"
"PROX1","gene","PROX1","Up-regulated","CMV_T"
"PRPF3","gene","PRPF3","Up-regulated","CMV_T_AND_HIV_eg"
"PRR5","gene","PRR5","Up-regulated","CMV_T"
"PSMA2","gene","PSMA2","Up-regulated","CMV_T_AND_HIV_eg"
"PSMB8","gene","PSMB8","Up-regulated","CMV_T_AND_HIV_T"
"PSMB9","gene","PSMB9","Up-regulated","CMV_T_AND_HIV_T"
"PTPA","gene","PTPA","Up-regulated","CMV_T"
"RAB24","gene","RAB24","Up-regulated","CMV_T"
"RAB3GAP1","gene","RAB3GAP1","Up-regulated","CMV_T"
"RAB8A","gene","RAB8A","Up-regulated","CMV_T"
"RAB9A","gene","RAB9A","Up-regulated","CMV_T"
"RABGAP1L","gene","RABGAP1L","Up-regulated","CMV_T"
"RAD9A","gene","RAD9A","Up-regulated","CMV_T"
"RBCK1","gene","RBCK1","Up-regulated","CMV_T"
"RBM22","gene","RBM22","Up-regulated","CMV_T"
"RBM43","gene","RBM43","Up-regulated","CMV_T"
"RBMXL1","gene","RBMXL1","Up-regulated","CMV_T"
"RELA","gene","RELA","Up-regulated","CMV_T"
"RFX5","gene","RFX5","Up-regulated","CMV_T_AND_HIV_T"
"RHEBL1","gene","RHEBL1","Up-regulated","CMV_T"
"RHPN1","gene","RHPN1","Up-regulated","CMV_T"
"RICTOR","gene","RICTOR","Up-regulated","CMV_T"
"RIPK1","gene","RIPK1","Up-regulated","CMV_T"
"RNF114","gene","RNF114","Up-regulated","CMV_T"
"RNF138","gene","RNF138","Up-regulated","CMV_T"
"RNF149","gene","RNF149","Up-regulated","CMV_T"
"RNF19B","gene","RNF19B","Up-regulated","CMV_T_AND_HIV_T"
"RPS6KC1","gene","RPS6KC1","Up-regulated","CMV_T"
"RTCB","gene","RTCB","Up-regulated","CMV_T"
"RTP4","gene","RTP4","Up-regulated","CMV_T_AND_HIV_T"
"RUBCN","gene","RUBCN","Up-regulated","CMV_T"
"SAMD9","gene","SAMD9","Up-regulated","CMV_T"
"SAMD9L","gene","SAMD9L","Up-regulated","CMV_T_AND_HIV_T"
"SAV1","gene","SAV1","Up-regulated","CMV_T"
"SCAF1","gene","SCAF1","Up-regulated","CMV_T"
"SCAF4","gene","SCAF4","Up-regulated","CMV_T"
"SCAPER","gene","SCAPER","Up-regulated","CMV_T"
"SCARB2","gene","SCARB2","Up-regulated","CMV_T"
"SCLT1","gene","SCLT1","Up-regulated","CMV_T"
"SECTM1","gene","SECTM1","Up-regulated","CMV_T_AND_HIV_T"
"SEMA4A","gene","SEMA4A","Up-regulated","CMV_T"
"SEMA4D","gene","SEMA4D","Up-regulated","CMV_T"
"SENP1","gene","SENP1","Up-regulated","CMV_T"
"SGPP1","gene","SGPP1","Up-regulated","CMV_T"
"SHFL","gene","SHFL","Up-regulated","CMV_T"
"SLC1A4","gene","SLC1A4","Up-regulated","CMV_T"
"SLC25A28","gene","SLC25A28","Up-regulated","CMV_T"
"SLC38A5","gene","SLC38A5","Up-regulated","CMV_T"
"SLFN12","gene","SLFN12","Up-regulated","CMV_T"
"SLFN12L","gene","SLFN12L","Up-regulated","CMV_T"
"SMARCA5","gene","SMARCA5","Up-regulated","CMV_T"
"SMYD2","gene","SMYD2","Up-regulated","CMV_T"
"SNIP1","gene","SNIP1","Up-regulated","CMV_T"
"SP100","gene","SP100","Up-regulated","CMV_T"
"SP110","gene","SP110","Up-regulated","CMV_T"
"SP140","gene","SP140","Up-regulated","CMV_T"
"SP140L","gene","SP140L","Up-regulated","CMV_T_AND_HIV_T"
"SPAG1","gene","SPAG1","Up-regulated","CMV_T"
"SPATS2L","gene","SPATS2L","Up-regulated","CMV_T"
"SRBD1","gene","SRBD1","Up-regulated","CMV_T"
"SRGAP2","gene","SRGAP2","Up-regulated","CMV_T"
"SRGAP2B","gene","SRGAP2B","Up-regulated","CMV_T"
"SRGAP2C","gene","SRGAP2C","Up-regulated","CMV_T"
"SRSF4","gene","SRSF4","Up-regulated","CMV_T"
"SSB","gene","SSB","Up-regulated","CMV_T"
"STAP1","gene","STAP1","Up-regulated","CMV_T"
"STAP2","gene","STAP2","Up-regulated","CMV_T"
"STAT1","gene","STAT1","Up-regulated","CMV_T_AND_HIV_eg_AND_HIV_T"
"STAT2","gene","STAT2","Up-regulated","CMV_T_AND_HIV_T"
"STAU1","gene","STAU1","Up-regulated","CMV_T"
"STIMATE","gene","STIMATE","Up-regulated","CMV_T"
"STIMATE-MUSTN1","gene","STIMATE-MUSTN1","Up-regulated","CMV_T"
"STK24","gene","STK24","Up-regulated","CMV_T"
"STOML1","gene","STOML1","Up-regulated","CMV_T"
"STX11","gene","STX11","Up-regulated","CMV_T"
"STX17","gene","STX17","Up-regulated","CMV_T"
"SUSD3","gene","SUSD3","Up-regulated","CMV_T"
"SYTL3","gene","SYTL3","Up-regulated","CMV_T"
"TAF3","gene","TAF3","Up-regulated","CMV_T"
"TAGAP","gene","TAGAP","Up-regulated","CMV_T_AND_HIV_T"
"TAP2","gene","TAP2","Up-regulated","CMV_T_AND_HIV_T"
"TAPBP","gene","TAPBP","Up-regulated","CMV_T_AND_HIV_T"
"TBC1D22B","gene","TBC1D22B","Up-regulated","CMV_T"
"TBX1","gene","TBX1","Up-regulated","CMV_T"
"TCN2","gene","TCN2","Up-regulated","CMV_T"
"TDRD7","gene","TDRD7","Up-regulated","CMV_T"
"TENT4A","gene","TENT4A","Up-regulated","CMV_T"
"TENT5A","gene","TENT5A","Up-regulated","CMV_T"
"THAP3","gene","THAP3","Up-regulated","CMV_T"
"THAP6","gene","THAP6","Up-regulated","CMV_T"
"TIMD4","gene","TIMD4","Up-regulated","CMV_T"
"TLE4","gene","TLE4","Up-regulated","CMV_T"
"TLK2","gene","TLK2","Up-regulated","CMV_T"
"TLR3","gene","TLR3","Up-regulated","CMV_T"
"TMCO4","gene","TMCO4","Up-regulated","CMV_T"
"TMEM106A","gene","TMEM106A","Up-regulated","CMV_T"
"TMEM140","gene","TMEM140","Up-regulated","CMV_T"
"TMEM171","gene","TMEM171","Up-regulated","CMV_T"
"TMEM219","gene","TMEM219","Up-regulated","CMV_T"
"TMEM229B","gene","TMEM229B","Up-regulated","CMV_T"
"TMEM268","gene","TMEM268","Up-regulated","CMV_T"
"TMEM50A","gene","TMEM50A","Up-regulated","CMV_T"
"TMEM62","gene","TMEM62","Up-regulated","CMV_T"
"TMEM63A","gene","TMEM63A","Up-regulated","CMV_T"
"TMEM63B","gene","TMEM63B","Up-regulated","CMV_T"
"TMPRSS13","gene","TMPRSS13","Up-regulated","CMV_T"
"TMSB10","gene","TMSB10","Up-regulated","CMV_T"
"TNF","gene","TNF","Up-regulated","CMV_T"
"TNFSF13B","gene","TNFSF13B","Up-regulated","CMV_T"
"TNK2","gene","TNK2","Up-regulated","CMV_T"
"TNKS2","gene","TNKS2","Up-regulated","CMV_T"
"TOP1","gene","TOP1","Up-regulated","CMV_T"
"TOR1B","gene","TOR1B","Up-regulated","CMV_T"
"TOX4","gene","TOX4","Up-regulated","CMV_T"
"TRADD","gene","TRADD","Up-regulated","CMV_T"
"TRAFD1","gene","TRAFD1","Up-regulated","CMV_T_AND_HIV_T"
"TRANK1","gene","TRANK1","Up-regulated","CMV_T"
"TREX1","gene","TREX1","Up-regulated","CMV_T"
"TRIM21","gene","TRIM21","Up-regulated","CMV_T"
"TRIM22","gene","TRIM22","Up-regulated","CMV_T"
"TRIM26","gene","TRIM26","Up-regulated","CMV_T_AND_HIV_T"
"TRIM35","gene","TRIM35","Up-regulated","CMV_T"
"TRIM38","gene","TRIM38","Up-regulated","CMV_T"
"TRIM5","gene","TRIM5","Up-regulated","CMV_T"
"TRIM56","gene","TRIM56","Up-regulated","CMV_T"
"TRIP4","gene","TRIP4","Up-regulated","CMV_T"
"TTC21A","gene","TTC21A","Up-regulated","CMV_T"
"TTC39A","gene","TTC39A","Up-regulated","CMV_T"
"TXNL4B","gene","TXNL4B","Up-regulated","CMV_T"
"UBA6","gene","UBA6","Up-regulated","CMV_T"
"UBA7","gene","UBA7","Up-regulated","CMV_T"
"UBE2L6","gene","UBE2L6","Up-regulated","CMV_T_AND_HIV_T"
"UBE2Z","gene","UBE2Z","Up-regulated","CMV_T"
"UBOX5","gene","UBOX5","Up-regulated","CMV_T"
"UBP1","gene","UBP1","Up-regulated","CMV_T"
"USP15","gene","USP15","Up-regulated","CMV_T"
"USP18","gene","USP18","Up-regulated","CMV_T"
"USP25","gene","USP25","Up-regulated","CMV_T"
"USP33","gene","USP33","Up-regulated","CMV_T"
"USP42","gene","USP42","Up-regulated","CMV_T"
"USPL1","gene","USPL1","Up-regulated","CMV_T"
"VEZF1","gene","VEZF1","Up-regulated","CMV_T"
"VPS54","gene","VPS54","Up-regulated","CMV_T"
"WARS1","Placenta_179","WARS1","Up-regulated","CMV_T_AND_HIV_eg_AND_HIV_T"
"WASHC2A","gene","WASHC2A","Up-regulated","CMV_T"
"WBP4","gene","WBP4","Up-regulated","CMV_T"
"XAB2","gene","XAB2","Up-regulated","CMV_T"
"XAF1","gene","XAF1","Up-regulated","CMV_T"
"XRN1","gene","XRN1","Up-regulated","CMV_T_AND_HIV_T"
"YEATS2","gene","YEATS2","Up-regulated","CMV_T"
"ZBED1","gene","ZBED1","Up-regulated","CMV_T"
"ZBP1","gene","ZBP1","Up-regulated","CMV_T_AND_HIV_T"
"ZBTB42","gene","ZBTB42","Up-regulated","CMV_T"
"ZC3H3","gene","ZC3H3","Up-regulated","CMV_T"
"ZC3HAV1","gene","ZC3HAV1","Up-regulated","CMV_T"
"ZC3HC1","gene","ZC3HC1","Up-regulated","CMV_T"
"ZDHHC13","gene","ZDHHC13","Up-regulated","CMV_T"
"ZFAND4","gene","ZFAND4","Up-regulated","CMV_T"
"ZNF107","gene","ZNF107","Up-regulated","CMV_T"
"ZNF273","gene","ZNF273","Up-regulated","CMV_T"
"ZNF277","gene","ZNF277","Up-regulated","CMV_T"
"ZNF350","gene","ZNF350","Up-regulated","CMV_T"
"ZNF620","gene","ZNF620","Up-regulated","CMV_T"
"ZNF680","gene","ZNF680","Up-regulated","CMV_T"
"ZNF75A","gene","ZNF75A","Up-regulated","CMV_T"
"ZNF784","gene","ZNF784","Up-regulated","CMV_T"
"ZNFX1","gene","ZNFX1","Up-regulated","CMV_T_AND_HIV_T"
"CISH","gene","CISH","Up-regulated","HIV_eg"
"CXCL10","gene","CXCL10","Up-regulated","HIV_eg"
"HLA-DRB5","gene","HLA-DRB5","Up-regulated","HIV_eg"
"KCNJ2","gene","KCNJ2","Up-regulated","HIV_eg"
"LAMP3","gene","LAMP3","Up-regulated","HIV_eg"
"NAA25","gene","NAA25","Up-regulated","HIV_eg"
"POLB","gene","POLB","Up-regulated","HIV_eg_AND_HIV_T"
"RMDN3","gene","RMDN3","Up-regulated","HIV_eg"
"SYT17","gene","SYT17","Up-regulated","HIV_eg"
"TMEM41A","gene","TMEM41A","Up-regulated","HIV_eg"
"C1QB","gene","C1QB","Up-regulated","HIV_T"
"GIMAP1","gene","GIMAP1","Up-regulated","HIV_T"
"GIMAP6","gene","GIMAP6","Up-regulated","HIV_T"
"GIMAP8","gene","GIMAP8","Up-regulated","HIV_T"
"IL12RB1","gene","IL12RB1","Up-regulated","HIV_T"
"LRRK2","gene","LRRK2","Up-regulated","HIV_T"
"PDCD1LG2","gene","PDCD1LG2","Up-regulated","HIV_T"
"PLA2G4A","gene","PLA2G4A","Up-regulated","HIV_T"
"SCO2","gene","SCO2","Up-regulated","HIV_T"
"SLC27A3","gene","SLC27A3","Up-regulated","HIV_T"
"SUCNR1","gene","SUCNR1","Up-regulated","HIV_T"
"TAPBPL","gene","TAPBPL","Up-regulated","HIV_T"
"CMV_eg","virus","CMV_eg",NA,NA
"HIV_eg","virus","HIV_eg",NA,NA
"CMV_T","virus","CMV_T",NA,NA
"HIV_T","virus","HIV_T",NA,NA
