"Symbol","deg_1","deg_2","ndeg","ddeg","idx","degvcount","virus","gestation","deg_3","deg_4","deg_5","deg_6"
"PHF20",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"PHYHIP",NA,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"PIGK",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"PIK3C2B",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"PIK3IP1",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"PINK1",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"PLCH1",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,-1
"PLOD3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"PMS1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"PNMA8A",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"PNPLA2",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"POLR2B",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"PPFIA1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"PPM1L",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"PPOX",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"PPP1R14A",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,-1,NA
"PRDX2",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"PREPL",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"PRKCA",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"PRORP",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"PRSS53",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"PSG1",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"PTDSS2",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"PTPN9",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"PWP2",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,-1
"QARS1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"QPCTL",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"QTRT1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"RAB40C",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"RACK1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RALBP1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"RAMP3",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,-1,NA
"RAP2A",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"RASAL1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"RASSF2",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"RBM3",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"REN",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,-1,0
"REX1BD",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"RFTN2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"RGS17",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,NA,-1
"RGS4",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,-1,NA
"RHOU",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RNF14",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"RNF141",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"RNF166",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"ROR1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,-1
"RPL14",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPL34",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPL39",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"RPL5",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPS2",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"RPS26",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPS27A",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPS3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RPS4X",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,-1,0
"RPS6KB2",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RSPO2",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"RTEL1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"RTN2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"RTN3",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SAFB",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SAP30L",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SBSN",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"SCN4B",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"SELPLG",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SERP1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SERPINB6",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SGSM2",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SHARPIN",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SIGLEC9",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SIRPB2",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SKI",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SLA",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SLC35E2A",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SLC38A6",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SLC49A4",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SLK",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SMIM4",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SMN2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SNRPD3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"SNX13",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SORBS2",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"SPAG8",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,-1,0,0
"SPINT1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"SPRED2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SRGAP3",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,-1,0
"SSRP1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"ST14",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"STAG1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"STAT5B",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"STK38",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"STT3A",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"SULT1A4",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,-1
"SULT1C4",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"SYN2",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,NA,-1
"TACC2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"TAFAZZIN",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TAOK1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TARBP1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"TBC1D2",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TBC1D3L",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"TBC1D4",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"TBX4",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,-1,NA
"TGFBI",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"THBD",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"THNSL2",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,-1
"TLR6",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TM9SF3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TMED8",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TMEM107",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"TMEM143",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"TMEM184A",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"TMEM26",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TMEM266",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"TMEM74B",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,NA,-1
"TMLHE",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TNFRSF19",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,-1,-1
"TNFSF12-TNFSF13",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"TNFSF8",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"TNNT1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,-1
"TOMM20",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,-1,0,0
"TP53INP1",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"TPPP3",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"TRABD2B",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,-1,NA
"TREML1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,-1,0
"TRIO",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TRMT61B",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TSEN54",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TSPAN14",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TSPAN18",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"TSPAN7",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"TSPO",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TTC13",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"TTYH2",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,-1
"U2AF1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"UBA52",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"UBE2E3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"UBE2G1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"UBXN6",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"UBXN8",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"UCK2",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"UCKL1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"UGGT1",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"UHMK1",-1,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,0
"UHRF1BP1L",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"UPF3A",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"USP31",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"USP7",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"VAMP4",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"VASH2",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,NA,-1
"VASP",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"VAT1",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"VGLL1",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"VIM",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"VPS25",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"VPS26B",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"VSIR",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,-1,0
"WASHC5",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"WDR6",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"WFDC1",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"WNT7A",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"WWP1",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"XAGE2",-1,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"XPNPEP3",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"ZBTB11",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZBTB16",NA,NA,2,-2,-4,"1.Unperturbed","CMV","Term",NA,-1,-1,NA
"ZBTB4",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZCCHC14",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZFAND5",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",-1,0,0,0
"ZFHX3",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZFYVE16",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZNF358",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"ZNF362",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"ZNF385C",0,0,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,-1,-1
"ZNF577",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,-1
"ZNF692",0,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,-1,0,0
"ZNF697",-1,-1,2,-2,-4,"1.Unperturbed","CMV","Term",0,0,0,0
"ZBTB38",-1,-1,3,-1,-3,"1.Unperturbed","CMV","Term",0,0,0,1
"AADACL3",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"ABCA7",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ABCC6",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ABCG1",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ABHD14B",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ABHD15",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ABHD17A",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ABHD6",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ABHD8",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ABTB1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ACAA1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ACAA2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"ACAD9",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ACADSB",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ACE2",NA,-1,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"ACP3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"ACSL3",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ACSS2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ADAM15",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ADAMTSL4",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ADGRF5",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,-1,NA,NA
"ADGRG2",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,-1
"ADGRL2",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"ADGRL4",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"ADH5",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ADORA3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AFAP1L1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AGA",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AGO4",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AGPAT1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AGTR1",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"AHCY",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AHI1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AHRR",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"AIF1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"AJAP1",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"AKAP8",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AKR1E2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"ALDH3B1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ALDH4A1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ALKAL2",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"ALKBH5",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ALOX15B",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ALPP",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"AMD1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AMDHD2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANAPC11",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANAPC5",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANGPT2",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"ANK2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ANKDD1A",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANKRD10",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANOS1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ANPEP",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANTKMT",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANXA11",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANXA6",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ANXA8",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"AOC1",NA,-1,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"AP1M2",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"AP2A2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AP2M1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AP3D1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AP3S1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AP3S2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"APBA1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"APBA2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"APOC2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"APOOL",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"AQP3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ARF5",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARHGAP26",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ARHGEF25",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,-1
"ARID3A",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARIH2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARL15",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARL2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARL4C",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,-1,0,0
"ARNT",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARPC1A",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,-1,0,0
"ARPC4-TTLL3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,-1,0,0
"ARPP19",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ARSG",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ASAH1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"ASF1A",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ASGR2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"ASMTL",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ASPA",-1,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,NA,NA
"ATG4C",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATL3",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATP5MG",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATP5PD",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATP6V0A1",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATP6V1C2",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"ATP6V1E2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"ATP6V1FNB",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATP8A1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"ATP8B1",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",NA,NA,-1,NA
"ATP8B3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"ATP9A",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATRAID",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"ATRX",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AUH",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"AXIN1",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"B3GALNT1",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"B3GAT3",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"B3GNT5",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"B3GNT8",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"B4GALNT3",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,-1
"BABAM2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BAG6",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BBLN",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"BBS2",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BCAT2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"BCL6",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BCS1L",0,-1,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BDKRB2",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,-1,0
"BIRC7",0,0,1,-1,-1,"1.Unperturbed","CMV","Term",-1,0,0,0
"BMP2K",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BMP6",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
"BMPER",NA,NA,1,-1,-1,"1.Unperturbed","CMV","Term",-1,NA,NA,NA
"BNIP2",-1,0,1,-1,-1,"1.Unperturbed","CMV","Term",0,0,0,0
